"Case 1 (|X|,|Y|<2mm)",Case 2 (X>2mm),Case 3 (X<-2mm)
60504.36116323886,,
60504.36148311692,,
60504.361803210224,,
60504.362123458886,,
60504.36244359544,,
60504.36276347055,,
60504.363083486736,,
60504.36340355566,,
60504.36372365292,,
60504.36404346911,,
60504.36436386317,,
60504.36468390476,,
60504.36500376725,,
60504.36532372286,,
60504.36564361842,,
60504.36596338917,,
60504.36628317949,,
60504.36660305923,,
60504.366922875095,,
60504.367558968515,,
60504.3678788548,,
60504.368198557655,,
60504.36851835619,,
60504.3688384683,,
60504.36915799714,,
60504.36947821209,,
60504.36979814621,,
60504.37011823726,,
60504.37043831973,,
60504.37075850481,,
60504.37107845348,,
60504.37139863397,,
60504.37171881161,,
60504.37203858061,,
60504.37235857742,,
60504.372678445245,,
60504.3729986258,,
60504.3733187604,,
60504.37363904819,,
60504.37395887935,,
60504.37427902853,,
60504.37459900245,,
60504.37492270157,,
60504.375242508235,,
60504.37556239453,,
60504.3758822969,,
60504.376202186475,,
60504.37652186458,,
60504.37684166006,,
60504.37716152597,,
60504.37748171736,,
60504.37780145,,
60504.37812128631,,
60504.37844120911,,
60504.37876102625,,
60504.379081024264,,
60504.379401090235,,
60504.37972119778,,
60504.38004110256,,
60504.3803612691,,
60504.38068127216,,
60504.381001613496,,
60504.38132173164,,
60504.38164162682,,
60504.381961641346,,
60504.38228189887,,
60504.382602193335,,
60504.38292222579,,
60504.383242416014,,
60504.383562272356,,
60504.3838822911,,
60504.384202377856,,
60504.3845225848,,
60504.384842453524,,
60504.38516228287,,
60504.38548210513,,
60504.385802412115,,
60504.38612244843,,
60504.38644206968,,
60504.386761827984,,
60504.38708181729,,
60504.38740169489,,
60504.38772138642,,
60504.38804117034,,
60504.38836130475,,
60504.388681715005,,
60504.38900177021,,
60504.38932225061,,
60504.38964264554,,
60504.38996291542,,
60504.39028289658,,
60504.39060327032,,
60504.39124313471,,
60504.391563101184,,
60504.391883083095,,
60504.39220321938,,
60504.39252311536,,
60504.392843205926,,
60504.39316309062,,
60504.39348284874,,
60504.3938024828,,
60504.39412279256,,
60504.394442700235,,
60504.39476255517,,
60504.39508250646,,
60504.39540235403,,
60504.395721991765,,
60504.396045418325,,
60504.39636522852,,
60504.39668522434,,
60504.39700492456,,
60504.39732453902,,
60504.39764453732,,
60504.39796432729,,
60504.39828463028,,
60504.39860463856,,
60504.39892504334,,
60504.3992453883,,
60504.39956543419,,
60504.399885345185,,
60504.40020540375,,
60504.400525697434,,
60504.40084590117,,
60504.40116584354,,
60504.40148586289,,
60504.40180598446,,
60504.40212604603,,
60504.40244625896,,
60504.40276628319,,
60504.40308619831,,
60504.40340609945,,
60504.403725884265,,
60504.40404569684,,
60504.40436554431,,
60504.404685625406,,
60504.40500566221,,
60504.40532567434,,
60504.40564537504,,
60504.40596499435,,
60504.40628507323,,
60504.406604584605,,
60504.4069244527,,
60504.407244221555,,
60504.40756375862,,
60504.4078838149,,
60504.40820386944,,
60504.40852421843,,
60504.40884426914,,
60504.40916433338,,
60504.40948433191,,
60504.40980458772,,
60504.41012472352,,
60504.41044478172,,
60504.41076520917,,
60504.41108518295,,
60504.411405182946,,
60504.41172514129,,
60504.41204538693,,
60504.4123655544,,
60504.41268533979,,
60504.41300509762,,
60504.413325045825,,
60504.413645241926,,
60504.41396517113,,
60504.41428504448,,
60504.41460515173,,
60504.41492499978,,
60504.41524486283,,
60504.41556475435,,
60504.41588448724,,
60504.41620418852,,
60504.416523861895,,
60504.41684344705,,
60504.4171674004,,
60504.41748743775,,
60504.417807621765,,
60504.41812767448,,
60504.418447637116,,
60504.418767839394,,
60504.41908804246,,
60504.41940795162,,
60504.419728166635,,
60504.42004823193,,
60504.42036834713,,
60504.42068825769,,
60504.42100853479,,
60504.42132888138,,
60504.421648793956,,
60504.4219687987,,
60504.422288862195,,
60504.422608665824,,
60504.4229287028,,
60504.42324862756,,
60504.42356835545,,
60504.42388813333,,
60504.42420842283,,
60504.424528228046,,
60504.42484816083,,
60504.425167848385,,
60504.42548745696,,
60504.42580717865,,
60504.42612681548,,
60504.42644649959,,
60504.42708628564,,
60504.42740653025,,
60504.42772638886,,
60504.428046229485,,
